GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
55109        5   77030385   77065234    132      15  184305     -0.20649       0.5818
84327        5   77076707   77087205     45       9  184305    -0.032243      0.51286
8622         5   77180262   77428256    653      69  184305       -1.195      0.88395
55255        5   77430933   77620611    513      19  184305      0.12449      0.45046
23440        5   77628712   77638697     25       4  184305       1.1514      0.12479
6902         5   77691169   77776361    237      16  184305       1.6159     0.053054
105379045    5   77772649   77776194      4       2  184305       1.1285      0.12956
8546         5   78002326   78294755   1002      64  184305     -0.22855      0.59039
9522         5   78360503   78480739    319      27  184305      -1.4924       0.9322
10184        5   78485215   78648895    371      22  184305     -0.65601      0.74409
411          5   78777209   78986534    550      40  184305        1.131      0.12902
29958        5   78997564   79069674    236      27  184305     -0.21638      0.58565
23743        5   79069724   79090074     49      14  184305      0.18359      0.42717
635          5   79111781   79132290     64      18  184305        1.865      0.03109
133746       5   79236102   79327215    200      20  184305     -0.58049      0.71921
9456         5   79373824   79513836    524      66  184305     -0.98305      0.83721
105379046    5   79513678   79515303      7       3  184305      -1.5354      0.93765
167153       5   79612416   79686648    274      24  184305        1.882     0.029921
202333       5   79689836   79800226    289      11  184305     -0.78787      0.78461
345778       5   79976716   79991265     49       9  184305      0.26741      0.39458
7060         5   79991311   80083637    179      26  184305     0.073735      0.47061
256987       5   80111227   80256082    474      38  184305      0.41332      0.33969
84654        5   80319971   80321842      9       3  184305      -1.7929      0.96351
9765         5   80407592   80480520    217      33  184305       1.5051      0.06615
167555       5   80487981   80542563    155      25  184305      0.29166      0.38527
340120       5   80556755   80572753     31       9  184305      -1.3283      0.90796
1719         5   80626226   80654981    100      17  184305     -0.96195      0.83196
100462981    5   80650000   80651035      5       1  184305      0.14577      0.44205
4437         5   80654648   80876815    540      32  184305      -1.3299      0.90822
5924         5   80960672   81230162    789      77  184305      -1.6715      0.95268
1160         5   81233320   81266398     84      20  184305     -0.51736      0.69755
84240        5   81301583   81313344     15       7  184305     -0.94304      0.82717
134526       5   81329991   81394169    133      23  184305      -2.0625      0.98042
23635        5   81417360   81751253    715      54  184305      -1.7332      0.95847
83734        5   81972025   82258502   1002     102  184305     -0.22793      0.59015
6228         5   82273320   82278416     18       3  184305    -0.043026      0.51716
92270        5   82278665   82344260    126      24  184305     -0.65806      0.74475
153339       5   83052846   83077453     19      10  184305      -0.6755      0.75032
7518         5   83077409   83353760    666      62  184305       1.6634     0.048116
1462         5   83471674   83582303    241      35  184305     -0.67332      0.74963
105379054    5   83507040   83562372    141      22  184305     -0.31332      0.62298
1404         5   83638198   83721077    144      25  184305     -0.63704      0.73795
10085        5   83940595   84384867   1608      65  184305     -0.33607      0.63159
1350         5   86617967   86620766      2       1  184305     -0.20207      0.58007
5921         5   87267801   87391926    316      16  184305       2.4583    0.0069789
902          5   87391493   87413033     57       8  184305       1.3429     0.089656
153396       5   88185575   88268879    133      27  184305      0.26902      0.39396
4208         5   88718241   88904105    423      40  184305     -0.68423      0.75308
105379072    5   89003917   89468238    778      56  184305      -1.0519      0.85358
1070         5   90393335   90409786     38       6  184305      0.28244       0.3888
153364       5   90458203   90474768     34       8  184305     0.030061      0.48801
10622        5   90474229   90514677     97      20  184305       1.0137      0.15535
116068       5   90515626   90529584     34       7  184305       1.5305      0.06295
84059        5   90558800   91164223   1460      71  184305      0.41305      0.33978
57561        5   91368724   91383359     39      10  184305      -0.7162      0.76307
7025         5   93583337   93594611     27       9  184305     -0.97315      0.83476
83989        5   93617725   94111699   1039      67  184305      -1.0363      0.84997
134187       5   93740309   93741603      1       1  184305     -0.02881      0.51149
285600       5   94150851   94618604   1294     101  184305    0.0042325      0.49831
84250        5   94615858   94714918    278      17  184305       1.2302      0.10932
79772        5   94703690   95284575   1501     112  184305     -0.39198      0.65246
153643       5   95384802   95450441     95      11  184305     -0.59628      0.72451
9652         5   95463895   95555005    187      20  184305     -0.41823      0.66211
153642       5   95555111   95605102     65      10  184305    -0.065914      0.52628
285601       5   95618296   95621672      6       1  184305    -0.073504       0.5293
317671       5   95646741   95658082     16       5  184305     -0.59654      0.72459
83890        5   95652181   95683010     31       8  184305     -0.63917      0.73864
