PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000152404.15.wgt.RDat	ENSG00000152404.15	11	107457843	107457844	0.2818	rs6588940	 3.55	rs7111266	 0.040442	 -4.52	-0.7337	469	 11	lasso	0.11	7e-07	 2.01444	0.043964
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000110660.14.wgt.RDat	ENSG00000110660.14	11	107928292	107928293	0.2539	rs12419931	 2.46	rs10890774	 0.080994	 -4.76	-1.0309	403	 11	lasso	0.13	2.5e-08	 0.44382	0.657175
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000149311.18.wgt.RDat	ENSG00000149311.18	11	108222483	108222484	0.1076	rs12800508	-2.33	rs4754298	 0.049816	  4.17	 0.4245	347	  1	top1	0.05	0.00061	 0.42453	0.671182
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000178202.12.wgt.RDat	ENSG00000178202.12	11	108498431	108498432	0.2040	rs2726880	-2.17	rs11824250	 0.019237	 -4.23	-0.1874	318	 19	enet	0.056	3e-04	-0.12081	0.903840
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137714.2.wgt.RDat	ENSG00000137714.2	11	110429882	110429883	0.2633	rs12575797	-4.02	rs2585800	 0.118691	  6.19	-0.4278	432	432	susie	0.14	5.8e-09	-0.52434	0.600043
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000271584.2.wgt.RDat	ENSG00000271584.2	11	111179640	111179641	0.1972	rs7130440	 3.37	rs7111445	 0.110922	  6.12	-0.1834	470	 18	enet	0.15	4e-09	-0.80701	0.419661
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137713.15.wgt.RDat	ENSG00000137713.15	11	111766426	111766427	0.1070	rs7130440	 3.37	rs615642	 0.078917	  4.45	 0.5549	368	  1	top1	0.079	1.9e-05	 0.55492	0.578951
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000197580.11.wgt.RDat	ENSG00000197580.11	11	112175466	112175467	0.2423	rs4936661	 3.18	rs549908	 0.139609	 -6.23	 0.7621	382	  5	lasso	0.18	9.8e-11	-0.95236	0.340914
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000227487.3.wgt.RDat	ENSG00000227487.3	11	113273900	113273901	0.1958	rs588962	 2.74	rs1436109	-0.001236	  3.34	 1.1651	530	 27	enet	0.027	0.0093	 0.92302	0.355995
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000149292.16.wgt.RDat	ENSG00000149292.16	11	113314528	113314529	0.5710	rs2236709	 2.27	rs11214577	 0.255248	 -7.51	-1.2090	524	 43	enet	0.4	4.5e-25	 1.66746	0.095423
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000270179.1.wgt.RDat	ENSG00000270179.1	11	113368576	113368577	0.3406	rs2236709	 2.27	rs6589371	 0.118287	  5.19	 0.4943	513	  5	lasso	0.19	2.3e-11	 1.40360	0.160439
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000170209.4.wgt.RDat	ENSG00000170209.4	11	113387790	113387791	0.3625	rs2236709	 2.27	rs7942392	 0.114341	  5.33	 0.4023	513	 44	enet	0.16	5.1e-10	-0.11207	0.910769
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137634.9.wgt.RDat	ENSG00000137634.9	11	114595761	114595762	0.1937	rs2250721	 3.18	rs477238	 0.000396	  3.69	-0.6729	579	579	susie	0.012	0.061	-0.53680	0.591405
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000254851.1.wgt.RDat	ENSG00000254851.1	11	117135527	117135528	0.6599	rs10488699	 3.53	rs7107152	 0.521395	 10.59	-1.9195	540	540	susie	0.53	1.3e-36	-1.79242	0.073065
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000280143.1.wgt.RDat	ENSG00000280143.1	11	117206356	117206357	0.3510	rs10488699	 3.53	rs585849	 0.171326	 -7.12	-2.0318	531	  8	enet	0.22	4.7e-13	 1.82086	0.068628
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000278768.1.wgt.RDat	ENSG00000278768.1	11	117290873	117290874	0.1024	rs3781981	-3.12	rs563828	 0.001055	 -3.66	-1.4794	530	530	susie	0.013	0.054	 1.44932	0.147247
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000110274.15.wgt.RDat	ENSG00000110274.15	11	117314556	117314557	0.2945	rs3781981	-3.12	rs525493	 0.080665	  4.45	 2.6025	525	  1	top1	0.081	1.5e-05	 2.60248	0.009255
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160588.9.wgt.RDat	ENSG00000160588.9	11	118252349	118252350	0.1595	rs7130303	-3.18	rs1805	 0.066634	 -4.86	-1.3954	536	  1	top1	0.067	8.2e-05	 1.39537	0.162905
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243431.1.wgt.RDat	ENSG00000243431.1	11	118560689	118560690	0.1347	rs12576486	 2.37	rs2187490	 0.006763	  3.70	 0.3689	433	  6	lasso	0.016	0.035	 1.39692	0.162438
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000118096.7.wgt.RDat	ENSG00000118096.7	11	118572969	118572970	0.2848	rs12576486	 2.37	rs11216909	 0.213314	 -7.02	 1.1939	437	  1	top1	0.21	7.2e-13	-1.19389	0.232523
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000255422.1.wgt.RDat	ENSG00000255422.1	11	118704606	118704607	0.2776	rs2301574	-3.16	rs673547	 0.140655	 -5.67	 0.4576	382	  1	top1	0.14	9.7e-09	-0.45757	0.647261
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000110367.11.wgt.RDat	ENSG00000110367.11	11	118791146	118791147	0.1141	rs2301574	-3.16	rs555639	 0.009512	  3.95	-0.0458	364	  7	enet	0.027	0.009	-0.14461	0.885022
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000278376.1.wgt.RDat	ENSG00000278376.1	11	118791253	118791254	0.4571	rs2301574	-3.16	rs582200	 0.328524	  8.39	 0.2887	364	364	susie	0.4	3e-25	 0.33156	0.740222
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000255121.2.wgt.RDat	ENSG00000255121.2	11	118998003	118998004	0.2156	rs2301574	-3.16	rs1177563	-0.004649	 -3.02	 1.8740	380	 24	enet	0.049	0.00066	-1.11462	0.265014
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000196655.11.wgt.RDat	ENSG00000196655.11	11	119018690	119018691	0.5372	rs2301574	-3.16	rs569	 0.434409	  9.72	-0.3089	383	  7	lasso	0.46	4.2e-30	-0.17186	0.863550
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137700.17.wgt.RDat	ENSG00000137700.17	11	119030905	119030906	0.1780	rs2301574	-3.16	rs9645664	 0.004957	  4.24	-0.1755	381	  5	lasso	0.045	0.0011	 0.83960	0.401131
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000271751.1.wgt.RDat	ENSG00000271751.1	11	119065676	119065677	0.2835	rs2301574	-3.16	rs10892322	 0.099753	  6.16	-1.1771	378	378	susie	0.12	1.8e-07	-1.66391	0.096130
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000160695.14.wgt.RDat	ENSG00000160695.14	11	119067698	119067699	0.1277	rs2301574	-3.16	rs17075	 0.092270	  4.72	-1.3230	381	  1	top1	0.092	3.8e-06	-1.32297	0.185846
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256269.7.wgt.RDat	ENSG00000256269.7	11	119084865	119084866	0.3784	rs2301574	-3.16	rs1799993	 0.156120	  6.25	 1.5016	377	377	susie	0.19	2.4e-11	 1.51092	0.130809
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000172273.12.wgt.RDat	ENSG00000172273.12	11	119121586	119121587	0.2232	rs2301574	-3.16	rs595359	 0.178729	  6.67	 0.2567	377	377	susie	0.19	1.8e-11	 0.30067	0.763664
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000248712.7.wgt.RDat	ENSG00000248712.7	11	119196768	119196769	0.1527	rs2301574	-3.16	rs4938638	 0.134517	  5.79	 1.1392	377	377	susie	0.13	2.1e-08	 1.05704	0.290492
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137709.9.wgt.RDat	ENSG00000137709.9	11	120236639	120236640	0.3674	rs607824	-3.54	rs477855	 0.233908	  7.40	-0.0197	543	  1	top1	0.23	4.2e-14	-0.01973	0.984257
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000181264.8.wgt.RDat	ENSG00000181264.8	11	120325128	120325129	0.2169	rs607824	-3.54	rs4938809	 0.083134	  4.91	 2.0418	551	  5	lasso	0.084	1e-05	 2.10200	0.035553
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109929.9.wgt.RDat	ENSG00000109929.9	11	121292452	121292453	0.1726	rs891436	-2.65	rs12275106	 0.082702	  4.45	 0.4770	521	521	susie	0.092	4.1e-06	 0.52615	0.598784
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000166261.10.wgt.RDat	ENSG00000166261.10	11	123741674	123741675	0.1534	rs17671708	 2.39	rs11219274	 0.003622	  4.15	-1.1937	605	605	susie	0.03	0.0062	-1.40298	0.160623
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000110002.15.wgt.RDat	ENSG00000110002.15	11	124115361	124115362	0.2834	rs1940196	 2.28	rs2512274	 0.155746	  6.17	-1.1683	600	600	susie	0.16	7e-10	-1.00781	0.313545
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000110013.12.wgt.RDat	ENSG00000110013.12	11	124694301	124694302	0.1819	rs12417319	-2.75	rs11219924	-0.004739	  3.83	-1.2369	508	  9	enet	-0.0042	0.74	-1.60578	0.108323
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000254941.1.wgt.RDat	ENSG00000254941.1	11	124808268	124808269	0.2661	rs750338	 3.36	rs632252	 0.152501	  6.25	 0.9354	510	510	susie	0.15	1.8e-09	 1.18523	0.235927
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154134.14.wgt.RDat	ENSG00000154134.14	11	124865385	124865386	0.2081	rs750338	 3.36	rs12289208	-0.002784	  3.35	 0.1052	498	498	susie	0.013	0.055	-0.41260	0.679902
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000134955.11.wgt.RDat	ENSG00000134955.11	11	125063066	125063067	0.1759	rs750338	 3.36	rs959582	 0.012984	  4.00	-0.4763	499	499	susie	0.054	0.00035	 0.40409	0.686150
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000150433.9.wgt.RDat	ENSG00000150433.9	11	125111762	125111763	0.2115	rs750338	 3.36	rs7030	 0.046784	  4.33	 0.2151	496	  4	lasso	0.059	0.00021	-0.86297	0.388154
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000198331.10.wgt.RDat	ENSG00000198331.10	11	125883613	125883614	0.1543	rs1060542	 3.32	rs12787323	 0.028049	  3.89	 1.3780	565	  1	top1	0.028	0.0082	 1.37803	0.168195
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000110074.10.wgt.RDat	ENSG00000110074.10	11	126269144	126269145	0.4679	rs1060542	 3.32	rs574198	 0.313229	 -8.54	 0.2604	649	  8	lasso	0.35	1.4e-21	-0.18982	0.849452
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000134909.18.wgt.RDat	ENSG00000134909.18	11	129279323	129279324	0.2053	rs4936081	 2.96	rs554794	 0.079136	  5.34	-1.2062	524	 18	enet	0.11	2.6e-07	-0.70545	0.480533
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000170322.14.wgt.RDat	ENSG00000170322.14	11	129895589	129895590	0.4413	rs4936081	 2.96	rs2288403	 0.129164	 -6.48	-0.1438	463	463	susie	0.15	3.1e-09	 0.16277	0.870697
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000255455.2.wgt.RDat	ENSG00000255455.2	11	130870246	130870247	0.1504	rs1793596	-3.71	rs10736595	-0.003228	 -3.46	-0.8088	646	646	susie	0.022	0.017	-0.11418	0.909092
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000120451.10.wgt.RDat	ENSG00000120451.10	11	130916508	130916509	0.4471	rs1793596	-3.71	rs11222385	 0.261103	  7.92	-2.3215	644	 20	enet	0.3	5.3e-18	-1.58308	0.113402
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182667.14.wgt.RDat	ENSG00000182667.14	11	131370477	131370478	0.2971	rs1793596	-3.71	rs1526565	-0.000531	 -3.84	-0.6467	677	 48	enet	0.017	0.031	 0.93712	0.348697
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000151503.12.wgt.RDat	ENSG00000151503.12	11	134225453	134225454	0.1937	rs11825685	 2.84	rs73731	 0.064404	 -4.62	 1.8997	568	  2	lasso	0.069	6.6e-05	-2.05463	0.039915
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000109956.12.wgt.RDat	ENSG00000109956.12	11	134411917	134411918	0.2004	rs7943044	 3.29	rs10894784	-0.002014	 -3.70	 0.7174	634	634	susie	0.04	0.0019	-1.85611	0.063438
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000251226.1.wgt.RDat	ENSG00000251226.1	11	134735595	134735596	0.5129	rs7943044	 3.29	rs4573692	 0.231331	  7.50	-0.7474	568	 58	enet	0.29	7.8e-18	 0.07673	0.938838
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000120645.11.wgt.RDat	ENSG00000120645.11	12	66764	66765	0.2203	rs10774169	-3.15	rs11061652	 2.30e-04	 -3.34	-0.53647	255	255	susie	0.0035	0.19	 0.40236	6.87e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000120647.9.wgt.RDat	ENSG00000120647.9	12	389454	389455	0.2338	rs10774169	-3.15	rs10774154	 1.75e-01	 -6.31	-1.77172	390	  1	top1	0.17	1.2e-10	 1.77172	7.64e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000139044.10.wgt.RDat	ENSG00000139044.10	12	460363	460364	0.3085	rs10774169	-3.15	rs7295693	 1.93e-01	 -6.84	 0.21913	413	  4	lasso	0.21	1.8e-12	-0.14712	8.83e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000177406.4.wgt.RDat	ENSG00000177406.4	12	630890	630891	0.4538	rs11609300	 3.39	rs2075032	 2.90e-01	  7.91	-0.35335	455	  1	top1	0.29	1.2e-17	-0.35335	7.24e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000171840.11.wgt.RDat	ENSG00000171840.11	12	663778	663779	0.1986	rs11609300	 3.39	rs11064607	 1.30e-02	 -4.11	-0.31355	441	 17	enet	0.042	0.0016	 1.07718	2.81e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000002016.17.wgt.RDat	ENSG00000002016.17	12	990052	990053	0.2047	rs11609300	 3.39	rs12816367	 1.15e-01	 -5.47	 0.10761	399	  7	enet	0.14	1.8e-08	-0.55807	5.77e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000171792.10.wgt.RDat	ENSG00000171792.10	12	2876257	2876258	0.1951	rs3782777	 3.66	rs1860434	 7.15e-02	 -4.34	-1.64144	594	  1	top1	0.071	4.6e-05	 1.64144	1.01e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000011105.12.wgt.RDat	ENSG00000011105.12	12	3077354	3077355	0.2749	rs3782777	 3.66	rs1860428	-4.10e-03	 -3.56	 1.23550	564	 38	enet	0.012	0.063	 1.22780	2.20e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000130038.9.wgt.RDat	ENSG00000130038.9	12	3764818	3764819	0.3703	rs525157	-3.05	rs17836356	 5.29e-02	 -4.54	-0.40853	625	  1	top1	0.053	0.00042	 0.40853	6.83e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000111254.7.wgt.RDat	ENSG00000111254.7	12	4649046	4649047	0.3193	rs7965800	-4.16	rs979877	 2.13e-01	 -7.64	-1.30174	693	693	susie	0.23	1.1e-13	 1.23457	2.17e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000111321.10.wgt.RDat	ENSG00000111321.10	12	6375224	6375225	0.4054	rs2058473	-2.73	rs2364480	 2.37e-01	  7.23	-1.03686	458	  1	top1	0.24	2.6e-14	-1.03686	3.00e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256433.2.wgt.RDat	ENSG00000256433.2	12	6393904	6393905	0.2047	rs2058473	-2.73	rs2364482	 1.53e-01	  5.85	 0.05340	444	  1	top1	0.15	2.1e-09	 0.05340	9.57e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000215039.6.wgt.RDat	ENSG00000215039.6	12	6450893	6450894	0.2875	rs2058473	-2.73	rs25680	 1.48e-01	  5.77	 0.21758	417	417	susie	0.15	1.7e-09	 0.25280	8.00e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000139192.11.wgt.RDat	ENSG00000139192.11	12	6451718	6451719	0.5977	rs2058473	-2.73	rs2243977	 4.41e-01	  9.75	 0.00198	417	  1	top1	0.44	1.1e-28	 0.00198	9.98e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000139190.16.wgt.RDat	ENSG00000139190.16	12	6470986	6470987	0.2752	rs2058473	-2.73	rs2532520	 1.94e-01	  7.14	-0.31077	400	400	susie	0.2	4.8e-12	-0.30578	7.60e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000139200.13.wgt.RDat	ENSG00000139200.13	12	6700799	6700800	0.1836	rs3136551	-2.66	rs7959658	 7.14e-02	  4.23	 0.79021	275	  1	top1	0.071	4.6e-05	 0.79021	4.29e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000269892.1.wgt.RDat	ENSG00000269892.1	12	6742984	6742985	0.1257	rs3136551	-2.66	rs2286731	-1.13e-03	 -3.56	 1.10131	259	  1	top1	-0.0011	0.38	-1.10131	2.71e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000172322.13.wgt.RDat	ENSG00000172322.13	12	9971414	9971415	0.5757	rs10734826	-2.90	rs7313235	 4.00e-01	  9.26	-0.08675	338	 16	enet	0.42	1.3e-26	-0.26508	7.91e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256660.5.wgt.RDat	ENSG00000256660.5	12	10010626	10010627	0.3678	rs10734826	-2.90	rs7313235	 2.69e-01	  7.75	-0.08675	347	347	susie	0.29	2.3e-17	 0.01522	9.88e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000165682.14.wgt.RDat	ENSG00000165682.14	12	10013423	10013424	0.1953	rs10734826	-2.90	rs7313235	 9.65e-02	  5.24	-0.08675	347	  1	top1	0.096	2.3e-06	-0.08675	9.31e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000134545.13.wgt.RDat	ENSG00000134545.13	12	10454684	10454685	0.2166	rs10734826	-2.90	rs7295241	 1.93e-02	 -4.12	-0.51009	491	 22	enet	0.12	1.9e-07	-0.26417	7.92e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256667.6.wgt.RDat	ENSG00000256667.6	12	10599668	10599669	0.5414	rs10734826	-2.90	rs4237928	 1.48e-01	  6.03	-0.87447	451	 33	enet	0.23	3.6e-14	-0.53960	5.89e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000231887.6.wgt.RDat	ENSG00000231887.6	12	10884254	10884255	0.3803	rs10772294	-2.32	rs10772381	 3.16e-01	  8.44	 0.44757	369	369	susie	0.36	4.5e-22	 0.57824	5.63e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000212128.2.wgt.RDat	ENSG00000212128.2	12	10909561	10909562	0.1156	rs10772294	-2.32	rs10772381	 5.59e-02	  4.17	 0.44757	357	357	susie	0.064	0.00012	 0.27838	7.81e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000212127.5.wgt.RDat	ENSG00000212127.5	12	10939262	10939263	0.2560	rs10772294	-2.32	rs10845242	 1.91e-01	  6.61	 0.23294	368	  1	top1	0.19	1.5e-11	 0.23294	8.16e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000212125.2.wgt.RDat	ENSG00000212125.2	12	10965351	10965352	0.1511	rs10772294	-2.32	rs7315843	 1.33e-01	  5.43	 0.10410	381	  4	lasso	0.16	1.1e-09	-0.05858	9.53e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000255837.1.wgt.RDat	ENSG00000255837.1	12	10997874	10997875	0.1842	rs4583062	-2.22	rs10492098	 1.04e-01	  5.71	 0.26592	382	382	susie	0.12	1.3e-07	 0.23970	8.11e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256274.1.wgt.RDat	ENSG00000256274.1	12	11079170	11079171	0.4126	rs4583062	-2.22	rs7974964	 3.31e-01	  9.02	-0.22516	387	 33	enet	0.43	2e-27	-0.24253	8.08e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000255374.3.wgt.RDat	ENSG00000255374.3	12	11092312	11092313	0.2855	rs4583062	-2.22	rs2597963	 2.51e-01	  7.60	-0.50226	384	 27	enet	0.3	1.7e-18	-0.23921	8.11e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000111215.11.wgt.RDat	ENSG00000111215.11	12	11121179	11121180	0.3759	rs4583062	-2.22	rs10772397	 2.90e-01	  7.95	 0.01520	364	  1	top1	0.29	1.3e-17	 0.01520	9.88e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256537.4.wgt.RDat	ENSG00000256537.4	12	11171221	11171222	0.1683	rs4583062	-2.22	rs6488330	 8.76e-02	  5.25	 0.24145	356	  1	top1	0.088	6.7e-06	 0.24145	8.09e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000247157.6.wgt.RDat	ENSG00000247157.6	12	11548029	11548030	0.6644	rs11054492	-2.29	rs7132674	 3.01e-01	  8.07	-0.00136	443	 42	enet	0.34	2.7e-21	-0.29681	7.67e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000084444.13.wgt.RDat	ENSG00000084444.13	12	13044283	13044284	0.2589	rs2270451	-2.43	rs6488576	 3.87e-02	  4.18	 0.16277	610	  1	top1	0.039	0.0023	 0.16277	8.71e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182993.3.wgt.RDat	ENSG00000182993.3	12	14803571	14803572	0.0820	rs2417414	-3.33	rs7953256	 3.49e-02	 -4.50	 2.85462	368	368	susie	0.035	0.0035	-2.30591	2.11e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000139055.6.wgt.RDat	ENSG00000139055.6	12	14939081	14939082	0.3399	rs2417414	-3.33	rs2098433	 2.63e-01	 -8.07	 0.08967	385	385	susie	0.27	2.8e-16	 0.01116	9.91e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000111348.8.wgt.RDat	ENSG00000111348.8	12	14961727	14961728	0.2100	rs2417414	-3.33	rs2445401	 7.85e-02	 -4.45	-0.01752	387	  1	top1	0.078	2e-05	 0.01752	9.86e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000283240.1.wgt.RDat	ENSG00000283240.1	12	16661765	16661766	0.1767	rs10846426	-3.15	rs3759207	 8.27e-02	 -5.22	 0.17778	376	  1	top1	0.083	1.2e-05	-0.17778	8.59e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000256499.1.wgt.RDat	ENSG00000256499.1	12	20129812	20129813	0.1465	rs7358616	-4.77	rs10841411	-3.23e-03	  3.72	-1.81619	539	539	susie	0.0026	0.21	-2.68745	7.20e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000121350.15.wgt.RDat	ENSG00000121350.15	12	21437614	21437615	0.4866	rs11045824	 3.50	rs2417981	 3.56e-01	 -8.83	 0.33936	550	 38	enet	0.36	1.5e-22	-0.27342	7.85e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000111731.12.wgt.RDat	ENSG00000111731.12	12	22544545	22544546	0.1954	rs11046580	 2.66	rs7967059	 9.02e-02	  5.54	 0.53731	450	  1	top1	0.09	4.8e-06	 0.53731	5.91e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000278743.1.wgt.RDat	ENSG00000278743.1	12	25386240	25386241	0.2284	rs12579869	 2.88	rs17418862	 1.78e-02	 -4.40	-0.82378	541	  4	lasso	0.021	0.02	 0.86322	3.88e-01
